user_id,session_start_dttm,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
67030,2024-03-01 00:36:22,1,0.8890689047842795,8,1,274
6432,2024-03-01 00:37:29,1,2.087867637080727,11,0,0
2727,2024-03-01 00:56:48,0,0.1700272230202253,2,0,0
62181,2024-03-01 01:09:28,0,0.910258861270671,4,0,0
34594,2024-03-01 01:23:59,0,-0.0685820726823693,10,0,0
15512,2024-03-01 01:38:54,0,1.625208259599904,3,0,0
11907,2024-03-01 01:53:40,0,-0.3846109480343131,7,0,0
91766,2024-03-01 02:21:50,0,-0.3221338980832993,5,0,0
92781,2024-03-01 02:33:11,1,1.4691781718703527,6,0,0
81437,2024-03-01 02:39:14,1,1.2140233920686447,4,0,0
32684,2024-03-01 03:00:22,0,-0.6914440977018532,6,0,0
15053,2024-03-01 03:01:57,0,-0.4761767733118682,3,0,0
16718,2024-03-01 03:05:54,0,0.613037402694568,8,0,0
73036,2024-03-01 03:13:24,0,1.3448317094770466,5,0,0
60692,2024-03-01 03:40:33,1,1.5480490201464914,5,1,232
61407,2024-03-01 03:58:33,1,1.989803884374954,5,0,0
99067,2024-03-01 04:18:20,0,-0.5416613445826255,6,0,0
85359,2024-03-01 04:19:35,0,2.729712790749236,6,0,0
22766,2024-03-01 04:22:54,0,1.76409603935171,1,0,0
48819,2024-03-01 04:26:37,0,0.2570792320909641,7,1,430
23522,2024-03-01 04:47:33,0,0.7323929919808743,3,0,0
51855,2024-03-01 05:28:55,0,2.090166033690662,9,0,0
59406,2024-03-01 06:05:38,1,2.6256755715961537,7,0,0
25138,2024-03-01 06:12:22,0,1.676225446402594,5,0,0
4202,2024-03-01 06:18:08,0,1.5286167215545834,4,0,0
88180,2024-03-01 06:31:51,0,1.3175181785028984,5,0,0
5054,2024-03-01 06:46:23,1,1.3341222888795636,2,0,0
85824,2024-03-01 07:35:22,0,0.2666056653219506,4,0,0
18120,2024-03-01 07:58:51,0,2.6503691678190435,11,0,0
28148,2024-03-01 08:00:56,0,-1.5364300049480053,6,0,0
90824,2024-03-01 08:06:31,0,1.0073659378503728,6,0,0
57382,2024-03-01 08:08:18,0,0.8687140623767856,4,0,0
79532,2024-03-01 08:32:20,0,0.4624382868946198,7,0,0
41542,2024-03-01 08:46:40,1,2.47660296732398,5,0,0
93342,2024-03-01 08:46:50,0,1.2138097046373315,4,0,0
10686,2024-03-01 08:54:27,0,0.3884041916208821,5,0,0
89381,2024-03-01 09:02:02,1,1.4395505311969243,6,0,0
42624,2024-03-01 09:05:45,0,0.6049558854697292,6,0,0
4783,2024-03-01 09:24:42,0,0.8175440902721325,8,0,0
33072,2024-03-01 09:41:45,0,0.8603901015342204,8,0,0
19256,2024-03-01 09:44:52,0,0.2195458754913348,7,0,0
94957,2024-03-01 10:00:52,0,0.383782754024433,9,0,0
99198,2024-03-01 10:03:10,1,2.2316604442365175,2,0,0
85472,2024-03-01 10:03:28,1,2.0310472004885542,9,0,0
56278,2024-03-01 10:06:51,0,0.4027623356736606,4,0,0
18290,2024-03-01 10:23:47,0,1.0421736991411508,6,0,0
42624,2024-03-01 10:26:54,0,1.6587202870170907,3,0,0
49317,2024-03-01 10:49:58,0,1.574891917913931,4,0,0
57275,2024-03-01 10:50:10,0,1.0146731671691032,4,0,0
85144,2024-03-01 10:51:16,1,2.3920109373657565,9,0,0
81481,2024-03-01 10:56:05,0,0.5863841476492926,6,0,0
57875,2024-03-01 11:05:10,0,3.269612569285197,10,0,0
99808,2024-03-01 11:14:09,0,0.2713856374607147,3,0,0
23522,2024-03-01 11:17:41,0,-0.0925359837721155,5,0,0
23980,2024-03-01 11:19:50,0,0.9958212065873416,5,0,0
16522,2024-03-01 11:21:58,0,1.7960506174863278,6,0,0
37869,2024-03-01 11:36:01,1,4.214152615791911,11,0,0
48878,2024-03-01 11:37:16,0,-0.5977217178742416,5,0,0
85611,2024-03-01 11:37:49,0,1.3347449068927926,6,0,0
12096,2024-03-01 11:41:21,1,2.965170492728666,6,0,0
5880,2024-03-01 12:00:05,0,-1.192539841204418,6,0,0
19224,2024-03-01 12:25:10,0,1.8981717905072897,5,0,0
8083,2024-03-01 12:48:29,1,0.5952084523896726,5,1,474
97592,2024-03-01 13:11:54,0,2.736025145860177,10,1,482
96118,2024-03-01 13:34:47,0,0.5220410874324338,4,0,0
25455,2024-03-01 13:59:30,0,0.1798055534191263,3,0,0
19100,2024-03-01 14:02:08,1,2.1983811606264396,8,0,0
18831,2024-03-01 14:15:42,1,2.3038374256375627,9,0,0
70523,2024-03-01 14:19:48,1,2.014680139889711,11,0,0
75841,2024-03-01 14:21:28,0,1.845984179756792,6,0,0
16560,2024-03-01 14:26:42,0,2.082197330599305,9,1,483
95767,2024-03-01 14:29:34,0,-0.1284356363047207,4,0,0
11996,2024-03-01 14:32:03,0,0.8573418867357039,6,0,0
48966,2024-03-01 14:40:19,0,0.837849579024718,7,1,254
28887,2024-03-01 14:42:36,0,1.5953868539788023,5,0,0
7233,2024-03-01 14:56:48,0,3.0387736888178853,4,0,0
60210,2024-03-01 15:03:23,1,1.339699883978011,1,0,0
31361,2024-03-01 15:08:17,0,0.327674399852179,4,0,0
92075,2024-03-01 15:08:26,0,2.592215135759054,7,0,0
98350,2024-03-01 15:31:40,1,1.2327829314693597,4,1,298
83203,2024-03-01 15:40:28,1,1.908459980581792,6,1,435
36762,2024-03-01 15:44:57,0,2.644036315364886,9,1,448
10213,2024-03-01 15:46:08,0,0.9799829699690744,6,1,251
19611,2024-03-01 15:51:56,0,-0.4278336329133156,7,1,433
98633,2024-03-01 16:01:51,0,3.052019623763294,4,0,0
38971,2024-03-01 16:15:49,1,1.210013646132397,12,0,0
86713,2024-03-01 16:19:28,1,2.5453232619670603,9,1,287
66555,2024-03-01 16:37:13,0,-0.0981023530893263,6,1,304
35202,2024-03-01 16:53:25,0,1.5834681266318138,7,0,0
82971,2024-03-01 17:06:52,0,2.4270494582392086,2,1,313
8415,2024-03-01 17:16:25,0,1.5932193807041102,6,1,305
7720,2024-03-01 17:29:23,0,2.5787927398498622,11,0,0
4729,2024-03-01 17:31:59,0,0.8019668015610986,10,0,0
80759,2024-03-01 18:09:09,0,1.48911433624305,3,1,258
51321,2024-03-01 18:11:45,0,2.27776636359166,5,0,0
69156,2024-03-01 18:19:10,1,0.6397565624078256,7,0,0
86059,2024-03-01 18:19:25,1,2.6587973683661925,4,1,258
90754,2024-03-01 18:19:46,0,1.5991741567799889,7,1,271
7233,2024-03-01 18:24:42,0,-0.4452949482311301,9,0,0
91601,2024-03-01 18:25:39,0,-0.3827348944282775,6,1,440
71128,2024-03-01 18:27:33,1,2.434009823450107,8,1,262
76276,2024-03-01 18:32:14,1,1.193718179315316,6,0,0
39735,2024-03-01 18:40:10,0,1.7684837373405986,8,0,0
55064,2024-03-01 18:48:28,1,0.7354580080520858,7,0,0
8415,2024-03-01 19:02:21,0,-0.6749463149753558,11,0,0
52705,2024-03-01 19:08:26,0,-0.9542713867545856,5,0,0
11081,2024-03-01 19:40:04,0,1.46085084629967,8,0,0
11886,2024-03-01 19:40:56,1,2.390725026088896,4,0,0
65563,2024-03-01 19:46:45,1,1.971916924895968,9,0,0
97893,2024-03-01 19:49:40,0,-0.4106101007109266,9,0,0
53875,2024-03-01 19:51:38,0,1.7413665309309048,5,0,0
35202,2024-03-01 19:54:30,1,2.2518544152950053,5,0,0
38663,2024-03-01 19:56:11,0,2.115402663096946,12,0,0
52082,2024-03-01 20:01:48,0,0.7381728068642546,8,0,0
16586,2024-03-01 20:05:10,0,1.7456286069234204,7,1,349
29052,2024-03-01 20:13:08,1,2.5818504393070785,6,0,0
82234,2024-03-01 20:21:18,1,1.9058054246491667,6,0,0
54831,2024-03-01 20:23:23,0,0.9777267213655344,10,0,0
87530,2024-03-01 20:28:07,0,0.4737943612058647,6,0,0
18614,2024-03-01 20:30:46,0,1.621550760459876,6,0,0
88460,2024-03-01 20:43:54,1,1.7479371845966436,8,0,0
96240,2024-03-01 20:49:44,0,0.4591023097372028,8,0,0
7843,2024-03-01 20:54:47,0,-0.6376193029441979,4,1,296
3714,2024-03-01 21:21:52,0,0.7842443766521792,3,1,394
8083,2024-03-01 21:24:21,1,2.1592977838296408,4,0,0
48201,2024-03-01 21:32:28,0,-0.6670729125233301,7,1,208
43001,2024-03-01 21:37:30,1,3.1226782545637386,3,1,383
40062,2024-03-01 21:39:04,1,3.590218805621779,6,0,0
2433,2024-03-01 21:42:07,0,0.2644942923569633,2,1,207
57942,2024-03-01 22:01:50,0,0.6476983532898754,5,1,468
61176,2024-03-01 22:12:41,1,3.777182840257725,1,0,0
82050,2024-03-01 22:18:26,0,1.075728358068411,7,0,0
6464,2024-03-01 22:42:49,0,0.0659132625824044,8,0,0
48878,2024-03-01 22:52:10,0,0.4786641677979963,6,0,0
6553,2024-03-01 22:59:06,0,0.5203190232957411,5,0,0
41868,2024-03-01 23:15:08,1,1.7101243845251302,12,0,0
38786,2024-03-01 23:29:12,0,1.2005691385668498,3,0,0
39571,2024-03-01 23:39:11,0,1.117836075517631,6,1,325
70498,2024-03-01 23:52:37,1,3.188784114353874,7,0,0
58645,2024-03-02 00:48:23,1,2.3664511465715505,5,1,170
69156,2024-03-02 01:43:15,0,2.1008579733812893,4,0,0
77790,2024-03-02 01:53:49,1,1.006302122893517,10,0,0
14826,2024-03-02 01:58:27,0,1.6171339220735854,8,0,0
3246,2024-03-02 02:29:58,1,1.6909776348037504,1,1,185
1379,2024-03-02 02:49:27,1,2.659484214251896,3,0,0
86484,2024-03-02 02:57:25,1,3.7223599419956495,4,1,666
89162,2024-03-02 03:11:33,0,1.6144698673044426,8,0,0
