user_id,session_start_dttm,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub
95739,2024-01-01 00:19:48,0,-0.5813107815109928,4,1,199
49362,2024-01-01 00:32:59,0,2.64811216182388,10,1,173
16377,2024-01-01 00:40:00,0,0.0446884911801912,7,0,0
64361,2024-01-01 00:55:24,1,4.141647600870462,4,0,0
65977,2024-01-01 01:01:21,1,1.159843523037472,3,0,0
87899,2024-01-01 01:13:48,1,0.0489648113461635,8,1,413
9025,2024-01-01 01:20:42,0,1.594690211370184,5,0,0
81925,2024-01-01 01:32:42,0,1.721225372799792,5,0,0
97871,2024-01-01 01:57:24,0,2.322135894078477,8,0,0
87064,2024-01-01 02:07:11,0,1.0639777113688549,7,0,0
15407,2024-01-01 03:08:14,0,0.762740280902598,8,0,0
86913,2024-01-01 03:17:11,1,2.412732611595988,6,1,277
24818,2024-01-01 03:26:29,1,2.532309185553349,6,0,0
97657,2024-01-01 04:22:33,0,0.5786627253543006,2,0,0
70820,2024-01-01 04:24:06,1,2.365444064364078,8,1,316
61718,2024-01-01 04:25:34,0,1.889346253772349,6,0,0
21384,2024-01-01 04:43:55,0,1.635843338265932,5,0,0
16802,2024-01-01 05:34:57,0,-0.3090950523879856,7,0,0
82175,2024-01-01 05:38:09,0,1.0465131702147414,13,0,0
88540,2024-01-01 06:19:11,0,3.063894535656668,5,0,0
57158,2024-01-01 06:36:53,1,1.4877572709284623,8,0,0
53875,2024-01-01 06:38:05,1,3.2225413386740303,5,1,191
47552,2024-01-01 06:43:09,1,2.777791935428948,0,1,104
89467,2024-01-01 06:57:51,0,0.9582027721244876,6,1,278
88308,2024-01-01 07:09:39,1,3.1272412069680326,9,0,0
37051,2024-01-01 07:12:46,0,1.1615246521538467,8,0,0
15906,2024-01-01 07:52:47,0,2.0793156564321205,3,1,229
75970,2024-01-01 08:01:14,0,0.6710801296666229,7,0,0
20577,2024-01-01 08:28:34,1,2.368750784082499,11,0,0
25944,2024-01-01 08:40:51,1,2.4675093422520455,9,1,254
1995,2024-01-01 08:41:54,0,1.01839421557132,10,0,0
27503,2024-01-01 09:16:12,1,1.1862272717521225,5,1,111
17097,2024-01-01 09:46:34,0,0.3486257099324478,8,0,0
54166,2024-01-01 09:49:41,0,1.704190345123167,4,0,0
6501,2024-01-01 10:20:16,1,1.8860525423451249,11,0,0
17663,2024-01-01 10:28:25,0,0.6967983832895025,4,0,0
53761,2024-01-01 11:17:54,0,-0.2123682930597257,4,0,0
24289,2024-01-01 11:28:45,0,1.089508999763814,11,0,0
87529,2024-01-01 11:33:27,0,2.0813747939371465,5,0,0
21698,2024-01-01 11:35:33,0,0.0568400756306104,9,0,0
12529,2024-01-01 12:04:22,0,0.7722344544186571,12,0,0
73615,2024-01-01 12:05:28,0,1.4914525899395903,5,1,273
19012,2024-01-01 12:19:53,0,2.0955224114958098,1,1,240
58547,2024-01-01 12:23:57,0,1.7329085574375345,6,0,0
18427,2024-01-01 12:39:56,1,0.6978204931376819,7,1,167
59627,2024-01-01 12:40:48,0,1.7722114773525048,10,0,0
36835,2024-01-01 12:47:19,0,-0.3150291055377534,9,1,488
51418,2024-01-01 13:15:14,1,2.940564716391214,6,0,0
34671,2024-01-01 13:16:16,1,1.1755187843087604,4,0,0
83,2024-01-01 13:16:55,0,-1.1375005960805875,4,0,0
97581,2024-01-01 13:20:06,0,2.461799167547305,3,0,0
20495,2024-01-01 13:21:33,1,1.845470517931198,6,1,296
63707,2024-01-01 13:25:23,1,1.5935849836153844,8,0,0
81447,2024-01-01 13:40:51,0,0.6265570336504849,4,1,405
35486,2024-01-01 13:47:16,1,1.041117399171001,9,1,760
71962,2024-01-01 13:50:31,0,1.9785928636649643,5,1,135
49362,2024-01-01 14:03:16,1,1.9831988424957112,3,1,366
67810,2024-01-01 14:25:56,1,2.4308210030078827,4,1,239
88997,2024-01-01 14:41:13,1,1.9500740890137471,12,0,0
17723,2024-01-01 14:51:57,0,2.31003969286695,5,0,0
21203,2024-01-01 15:07:19,0,2.9822603001455894,2,0,0
89948,2024-01-01 15:12:55,1,2.066030697561216,6,0,0
1010,2024-01-01 15:22:03,0,1.5262020181238958,5,1,47
