user_id,session_start_dttm,moscow_flag,desktop_flag,satisfaction_metric,_rand device,_rand group,_rand metric
95739,2024-01-01 00:19:48,0,0,-0.5813107815109928,0.10745999826150177,0.039784037877410916,0.268182437831365
49362,2024-01-01 00:32:59,0,0,2.64811216182388,0.7065619938610384,0.5487248813899582,0.15492762851028807
16377,2024-01-01 00:40:00,1,0,0.0446884911801912,0.3180516987101314,0.28548422421576625,0.8613252037802602
64361,2024-01-01 00:55:24,0,1,4.141647600870462,0.23399979503152413,0.34072175223122614,0.78255390453497
65977,2024-01-01 01:01:21,0,1,1.159843523037472,0.4340749876327712,0.29448841145857096,0.7915541075359483
87899,2024-01-01 01:13:48,0,1,0.0489648113461635,0.37509103240572494,0.648953185443939,0.5809780312445879
9025,2024-01-01 01:20:42,0,0,1.594690211370184,0.9491272138244405,0.3892972818587369,0.3160460246181349
81925,2024-01-01 01:32:42,0,0,1.721225372799792,0.7109118609714237,0.4578326080483136,0.4841160630296495
97871,2024-01-01 01:57:24,0,0,2.322135894078477,0.689681370685509,0.23511811742153355,0.6789564932515167
87064,2024-01-01 02:07:11,1,0,1.0639777113688549,0.2442795917771614,0.759537629141731,0.8997219655344674
15407,2024-01-01 03:08:14,0,0,0.762740280902598,0.6856631751519214,0.8135437858880565,0.6294446140941106
86913,2024-01-01 03:17:11,0,1,2.412732611595988,0.7442340531471886,0.25062759992129635,0.12096462638310723
24818,2024-01-01 03:26:29,1,1,2.532309185553349,0.32779599007089333,0.7239779880940678,0.26423922076959694
97657,2024-01-01 04:22:33,1,0,0.5786627253543006,0.9901933999422841,0.29025837580473546,0.535106676529896
70820,2024-01-01 04:24:06,1,1,2.365444064364078,0.9238538274098728,0.6802915872232995,0.5819547408248973
61718,2024-01-01 04:25:34,0,0,1.889346253772349,0.42347799704112354,0.31900329251147774,0.34000913805214406
21384,2024-01-01 04:43:55,0,0,1.635843338265932,0.12776720991763135,0.6951652807977471,0.0067137602620355175
16802,2024-01-01 05:34:57,1,0,-0.3090950523879856,0.42678185919298517,0.7560556732132919,0.41474211295626306
82175,2024-01-01 05:38:09,0,0,1.0465131702147414,0.57603691620397,0.13065920292239552,0.7857994493729602
88540,2024-01-01 06:19:11,0,0,3.063894535656668,0.3996983647541693,0.42157335890555125,0.31399133948435587
57158,2024-01-01 06:36:53,0,1,1.4877572709284623,0.012319271432373657,0.6893718330739905,0.22578839423200825
53875,2024-01-01 06:38:05,0,1,3.2225413386740303,0.19075408801467886,0.6891245509922106,0.9054792457693852
47552,2024-01-01 06:43:09,1,1,2.777791935428948,0.16311642476078103,0.810031006412157,0.24544657135670322
89467,2024-01-01 06:57:51,1,0,0.9582027721244876,0.5831315557708184,0.17631512328302013,0.9667327972468707
88308,2024-01-01 07:09:39,1,1,3.1272412069680326,0.7056480397564965,0.14414155806094608,0.3249937756212268
37051,2024-01-01 07:12:46,1,0,1.1615246521538467,0.5549800544053739,0.941464792575006,0.07083134367072874
15906,2024-01-01 07:52:47,0,0,2.0793156564321205,0.7844325546504386,0.38001106596473866,0.14114441985910842
75970,2024-01-01 08:01:14,1,0,0.6710801296666229,0.7881298133413849,0.06532332459765167,0.5870908877443113
20577,2024-01-01 08:28:34,1,1,2.368750784082499,0.9082920702397529,0.9455757955562493,0.28918673087701985
25944,2024-01-01 08:40:51,0,1,2.4675093422520455,0.2745659415851016,0.4182596480629276,0.5188783300751046
1995,2024-01-01 08:41:54,1,0,1.01839421557132,0.39437703815296543,0.14140697687359527,0.8012291888457637
27503,2024-01-01 09:16:12,0,1,1.1862272717521225,0.8258331282989089,0.7234150277252169,0.9042881560562084
17097,2024-01-01 09:46:34,1,0,0.3486257099324478,0.8758464039130454,0.5201702224840665,0.9613134224475881
54166,2024-01-01 09:49:41,1,0,1.704190345123167,0.4677248053381723,0.1257849590665604,0.6453795912510498
6501,2024-01-01 10:20:16,1,1,1.8860525423451249,0.2486388316955157,0.25238552113844126,0.2796404842157112
17663,2024-01-01 10:28:25,1,0,0.6967983832895025,0.9221617694090777,0.7595818704512827,0.945930993399557
53761,2024-01-01 11:17:54,1,0,-0.2123682930597257,0.8494590797118343,0.12195955278115878,0.29938041638097923
24289,2024-01-01 11:28:45,1,0,1.089508999763814,0.9109610111184929,0.13412536404096098,0.650702553053353
87529,2024-01-01 11:33:27,1,0,2.0813747939371465,0.20255530618589124,0.33766511034748425,0.6401082500716221
21698,2024-01-01 11:35:33,0,0,0.0568400756306104,0.9507242197668557,0.0860733077403888,0.42076324306575075
12529,2024-01-01 12:04:22,1,0,0.7722344544186571,0.5121307804284857,0.40856813799719216,0.07435878022801579
73615,2024-01-01 12:05:28,0,0,1.4914525899395903,0.5600645438394642,0.0680600789007797,0.33562427476570356
19012,2024-01-01 12:19:53,1,0,2.0955224114958098,0.5145529635507552,0.7326697798639651,0.44350217404259196
58547,2024-01-01 12:23:57,0,0,1.7329085574375345,0.26829474709840695,0.34301217599249667,0.8705015023977517
18427,2024-01-01 12:39:56,1,1,0.6978204931376819,0.3964567116387663,0.007717169860550488,0.8429214745834516
59627,2024-01-01 12:40:48,0,0,1.7722114773525048,0.5042335363951053,0.5924984341658319,0.04478917827424522
36835,2024-01-01 12:47:19,0,0,-0.3150291055377534,0.7442725084944033,0.22804595329679977,0.2563371168468933
51418,2024-01-01 13:15:14,1,1,2.940564716391214,0.10584536024628233,0.7055483245866608,0.8229310465032177
34671,2024-01-01 13:16:16,0,1,1.1755187843087604,0.7262346931966767,0.9101095140084385,0.636844465900188
83,2024-01-01 13:16:55,1,0,-1.1375005960805875,0.5021420868570052,0.7573182477393158,0.8808845368889905
97581,2024-01-01 13:20:06,0,0,2.461799167547305,0.3418115104424806,0.07910769026624387,0.40354339865654476
20495,2024-01-01 13:21:33,0,1,1.845470517931198,0.6789158850889963,0.8474142291934504,0.8400322756278809
63707,2024-01-01 13:25:23,0,1,1.5935849836153844,0.25489882643745865,0.22554054444333382,0.15682001679744462
81447,2024-01-01 13:40:51,1,0,0.6265570336504849,0.24606945216026443,0.6804282852408744,0.8725243944022917
35486,2024-01-01 13:47:16,1,1,1.041117399171001,0.29667918913989644,0.5581188191333394,0.43280629129641035
71962,2024-01-01 13:50:31,1,0,1.9785928636649643,0.4273822184244046,0.9929271040321764,0.9859374182032493
49362,2024-01-01 14:03:16,0,1,1.9831988424957112,0.995688272488762,0.5172564127461566,0.16952921060968174
67810,2024-01-01 14:25:56,1,1,2.4308210030078827,0.6660785637913003,0.6399900739059933,0.20249528861489674
88997,2024-01-01 14:41:13,0,1,1.9500740890137471,0.18897535773377516,0.4971381611536687,0.7250554379056543
17723,2024-01-01 14:51:57,0,0,2.31003969286695,0.5534243393194305,0.4379673721824041,0.025249928558112478
21203,2024-01-01 15:07:19,0,0,2.9822603001455894,0.48710826633680004,0.36379543659719704,0.9088840453817653
89948,2024-01-01 15:12:55,1,1,2.066030697561216,0.5756855183710912,0.9852782487578053,0.2621776713290369
1010,2024-01-01 15:22:03,0,0,1.5262020181238958,0.41086670285212035,0.3286092666301723,0.8604695728203733
66756,2024-01-01 15:36:38,0,1,3.1289722927208916,0.9346366915457563,0.5332496036531638,0.7870059828060005
64011,2024-01-01 15:39:18,1,0,1.9747518150865817,0.31859682009083556,0.9368374579611427,0.9032015962366333
26911,2024-01-01 15:51:33,1,0,-0.2792539721752665,0.048825919748532676,0.30203418744038446,0.9238971036620198
73073,2024-01-01 16:00:25,0,0,-0.5452999455287577,0.6337043395729556,0.05264153263165505,0.48425972884693613
25586,2024-01-01 16:08:37,0,1,2.8784503013072724,0.29163634680828554,0.11013395371245194,0.18546026636413038
28887,2024-01-01 16:15:53,1,1,2.304717079754431,0.09710320045830523,0.3315510594270247,0.3479703882717653
6659,2024-01-01 16:28:27,1,0,0.6591034205549827,0.7964658728595627,0.8465341961814313,0.05333466411970311
10169,2024-01-01 16:29:10,0,1,1.8151376364547391,0.7795977795862844,0.7817822039787158,0.0675903829128136
35366,2024-01-01 16:36:25,1,0,1.6107421557961945,0.6217959422095042,0.31683281851070766,0.5451059952597838
21761,2024-01-01 16:37:09,0,0,1.8743424284463872,0.026067402504556747,0.49770151336151514,0.024921325892533597
40529,2024-01-01 16:42:14,0,0,0.1538978638226691,0.45981235224313544,0.32593269450031004,0.41905513425066654
64775,2024-01-01 16:52:04,0,0,0.501062450038054,0.886092602025325,0.7785151874245962,0.2586736362048332
44634,2024-01-01 17:11:35,1,1,2.615979422575496,0.8422096966023073,0.2015731651938103,0.1842724503600328
72204,2024-01-01 17:30:09,1,0,0.4617009046833505,0.09285875059096371,0.3883995804346786,0.7586667193550206
83157,2024-01-01 17:37:58,0,1,1.6478664495117703,0.5707128530008696,0.6059775594709361,0.8128334929210836
