user_id,session_start_dttm,desktop_flag,session_duration_min,purchase_flag,purchase_amount_rub
97657,2025-03-01 00:06:52,0,4,0,0
42321,2025-03-01 00:46:08,0,2,1,355
92781,2025-03-01 00:54:03,0,2,0,0
30384,2025-03-01 00:55:32,0,4,0,0
4907,2025-03-01 01:19:29,0,7,0,0
78832,2025-03-01 01:24:36,0,4,1,654
56276,2025-03-01 01:36:48,1,6,0,0
9178,2025-03-01 01:49:02,0,3,1,334
6229,2025-03-01 01:52:18,0,4,0,0
86547,2025-03-01 01:59:55,0,9,0,0
57047,2025-03-01 02:04:54,0,8,1,240
38674,2025-03-01 02:07:29,0,5,1,390
89286,2025-03-01 02:13:13,0,7,0,0
13181,2025-03-01 02:40:43,0,3,0,0
88295,2025-03-01 02:41:06,0,8,0,0
58209,2025-03-01 03:23:59,1,7,1,131
17637,2025-03-01 03:31:27,0,4,0,0
88425,2025-03-01 03:46:35,0,12,1,393
75569,2025-03-01 04:00:29,0,7,1,195
19119,2025-03-01 04:22:13,1,10,1,353
1810,2025-03-01 04:24:44,0,5,0,0
58867,2025-03-01 04:42:34,0,4,0,0
56198,2025-03-01 04:43:32,1,8,0,0
48421,2025-03-01 05:07:43,0,6,1,295
73818,2025-03-01 05:22:41,0,4,0,0
71048,2025-03-01 05:23:55,0,4,1,281
46342,2025-03-01 05:35:21,0,3,0,0
62848,2025-03-01 05:38:47,1,7,1,687
23657,2025-03-01 06:07:02,1,8,0,0
82188,2025-03-01 06:23:31,1,11,0,0
25170,2025-03-01 06:52:39,1,4,0,0
70523,2025-03-01 06:59:05,0,4,0,0
49297,2025-03-01 07:16:40,0,7,1,266
94400,2025-03-01 07:26:11,0,5,0,0
36858,2025-03-01 07:34:46,0,6,0,0
79648,2025-03-01 07:35:52,0,4,0,0
78617,2025-03-01 07:36:36,0,9,0,0
77116,2025-03-01 08:14:33,0,10,1,488
16552,2025-03-01 08:25:33,0,4,1,287
26091,2025-03-01 08:31:47,0,4,0,0
45900,2025-03-01 08:32:10,0,6,1,557
11853,2025-03-01 08:35:26,1,7,0,0
92653,2025-03-01 08:43:24,0,9,1,312
4215,2025-03-01 08:45:14,0,6,0,0
95359,2025-03-01 08:53:57,0,8,0,0
19718,2025-03-01 08:57:15,0,5,1,660
95356,2025-03-01 09:02:10,0,2,1,243
17953,2025-03-01 09:04:34,0,4,1,299
30832,2025-03-01 09:24:35,0,6,0,0
69773,2025-03-01 09:37:55,0,13,0,0
54347,2025-03-01 09:45:30,0,8,0,0
48762,2025-03-01 10:01:32,1,8,0,0
71120,2025-03-01 10:07:12,1,8,0,0
56607,2025-03-01 10:13:54,1,6,1,262
36560,2025-03-01 10:14:27,0,4,0,0
77447,2025-03-01 10:20:05,0,5,0,0
54263,2025-03-01 10:25:02,1,3,0,0
81866,2025-03-01 10:30:51,0,6,0,0
2029,2025-03-01 10:35:15,0,8,1,719
2745,2025-03-01 10:39:46,0,5,1,302
35065,2025-03-01 10:40:19,0,2,0,0
80088,2025-03-01 10:40:36,0,8,0,0
58784,2025-03-01 10:44:08,0,2,1,268
82458,2025-03-01 10:46:36,0,5,0,0
5926,2025-03-01 10:56:44,1,11,0,0
32652,2025-03-01 10:56:49,0,1,1,231
95707,2025-03-01 11:04:15,0,7,0,0
92733,2025-03-01 11:07:23,1,7,0,0
86648,2025-03-01 11:30:30,0,3,1,485
57697,2025-03-01 11:35:59,0,7,1,320
11853,2025-03-01 11:46:25,1,7,1,190
44199,2025-03-01 12:04:34,0,7,0,0
36406,2025-03-01 12:11:15,0,3,0,0
1124,2025-03-01 12:12:17,0,1,0,0
15263,2025-03-01 12:31:04,1,5,0,0
86484,2025-03-01 12:36:20,0,5,0,0
24304,2025-03-01 12:49:50,0,7,0,0
99993,2025-03-01 12:51:14,1,5,0,0
78546,2025-03-01 12:53:25,1,4,0,0
92986,2025-03-01 12:58:09,0,5,0,0
30832,2025-03-01 13:20:50,0,10,1,107
6787,2025-03-01 13:35:38,0,3,0,0
44976,2025-03-01 13:43:58,0,4,0,0
1124,2025-03-01 13:51:41,0,2,1,447
63410,2025-03-01 13:56:33,0,4,0,0
82188,2025-03-01 14:22:51,0,5,0,0
62680,2025-03-01 14:32:12,1,2,1,379
82188,2025-03-01 14:40:23,0,5,0,0
7573,2025-03-01 14:42:44,0,4,1,158
64100,2025-03-01 14:44:24,0,7,0,0
40952,2025-03-01 14:50:49,0,8,0,0
60242,2025-03-01 14:54:48,0,5,0,0
4709,2025-03-01 14:56:18,0,8,0,0
58917,2025-03-01 15:06:08,1,8,0,0
78810,2025-03-01 15:08:38,0,8,0,0
21072,2025-03-01 15:08:45,1,9,0,0
29831,2025-03-01 15:08:45,1,9,1,218
92653,2025-03-01 15:09:06,0,7,1,224
45690,2025-03-01 15:14:33,1,3,0,0
97703,2025-03-01 15:15:36,0,8,0,0
29658,2025-03-01 15:21:34,1,4,1,325
29052,2025-03-01 15:23:36,1,6,1,692
93156,2025-03-01 15:24:11,0,8,0,0
67020,2025-03-01 15:32:44,0,5,1,358
58917,2025-03-01 15:34:23,0,5,0,0
79574,2025-03-01 15:35:12,0,8,0,0
32212,2025-03-01 15:46:37,1,6,0,0
2745,2025-03-01 15:48:52,0,9,0,0
79895,2025-03-01 15:50:43,1,11,0,0
23343,2025-03-01 15:55:58,0,2,1,319
86577,2025-03-01 15:58:19,0,8,0,0
73987,2025-03-01 16:04:38,1,5,0,0
29867,2025-03-01 16:12:07,0,5,0,0
36167,2025-03-01 16:26:32,0,8,0,0
45289,2025-03-01 16:30:41,0,4,1,579
36098,2025-03-01 16:35:33,0,5,1,303
42619,2025-03-01 16:38:06,0,6,0,0
18105,2025-03-01 16:41:28,1,5,0,0
36406,2025-03-01 17:00:55,1,4,0,0
63160,2025-03-01 17:08:01,0,5,0,0
69199,2025-03-01 17:10:37,0,9,0,0
56198,2025-03-01 17:22:36,0,6,0,0
49297,2025-03-01 17:23:59,0,4,0,0
28041,2025-03-01 17:27:09,0,3,1,352
18143,2025-03-01 17:29:47,1,3,0,0
32209,2025-03-01 17:33:44,0,5,0,0
95415,2025-03-01 17:39:46,0,5,0,0
22822,2025-03-01 17:41:17,0,6,1,323
36636,2025-03-01 17:50:19,0,9,1,252
53110,2025-03-01 17:51:54,0,6,0,0
24887,2025-03-01 17:53:50,1,5,0,0
26789,2025-03-01 18:27:03,0,5,0,0
32140,2025-03-01 18:28:13,0,6,1,277
4144,2025-03-01 18:41:22,0,8,1,385
45824,2025-03-01 18:44:06,0,10,0,0
2784,2025-03-01 18:46:09,0,4,0,0
570,2025-03-01 18:47:53,0,11,0,0
65841,2025-03-01 19:00:57,0,1,0,0
80637,2025-03-01 19:04:49,0,3,0,0
73806,2025-03-01 19:09:39,0,4,1,306
1165,2025-03-01 19:11:57,0,7,1,299
92733,2025-03-01 19:18:17,0,7,1,134
69813,2025-03-01 19:19:35,0,7,0,0
29164,2025-03-01 19:32:54,1,5,0,0
80105,2025-03-01 19:38:59,0,4,0,0
82234,2025-03-01 19:44:20,0,1,0,0
26309,2025-03-01 19:46:21,1,6,1,383
67129,2025-03-01 19:49:20,1,5,0,0
64038,2025-03-01 19:51:44,1,3,0,0
24531,2025-03-01 19:56:03,1,8,0,0
78554,2025-03-01 20:07:27,1,5,0,0
76301,2025-03-01 20:08:32,1,5,0,0
24996,2025-03-01 20:16:23,1,4,1,174
49390,2025-03-01 20:23:17,1,7,1,306
46604,2025-03-01 20:25:40,0,8,1,316
70894,2025-03-01 20:26:03,0,10,1,259
78832,2025-03-01 20:46:05,0,5,0,0
38036,2025-03-01 20:58:41,0,6,0,0
86553,2025-03-01 21:02:32,1,2,0,0
81148,2025-03-01 21:03:20,0,5,0,0
41280,2025-03-01 21:06:21,1,3,0,0
